loc_code	date	lab_project_id	lab_sample_id	chem_variable	value	units	below_loq	loq	elneutr
LIEP022	1994-01-13	0	8267	CondL	270	<U+00B5>S/cm	NA	-99	NA
LIEP022	1994-01-13	0	8267	Fe	0.4655326768	meq/l	NA	-99	NA
LIEP023	2001-09-23	0	8268	CondL	66	<U+00B5>S/cm	NA	-99	-0.199844
LIEP023	2001-09-23	0	8268	Fe	0.1196060877	meq/l	NA	-99	-0.199844
LIEP023	1993-10-26	0	8269	CondL	160	<U+00B5>S/cm	NA	-99	NA
LIEP023	1993-10-26	0	8269	Fe	0.1790510295	meq/l	NA	-99	NA
LIEP023	1994-01-13	0	8270	CondL	160	<U+00B5>S/cm	NA	-99	NA
LIEP023	1994-01-13	0	8270	Fe	0.2614145031	meq/l	NA	-99	NA
LIEP024	2001-09-23	0	8271	CondL	65	<U+00B5>S/cm	NA	-99	-0.360283
LIEP024	2001-09-23	0	8271	Fe	0.03652641	meq/l	NA	-99	-0.360283
LIEP024	1993-10-26	0	8272	CondL	85	<U+00B5>S/cm	NA	-99	NA
LIEP024	1994-01-13	0	8273	CondL	70	<U+00B5>S/cm	NA	-99	NA
LIEP024	1994-01-13	0	8273	Fe	0.0501342883	meq/l	NA	-99	NA
LIEP025	1993-10-26	0	8274	CondL	205	<U+00B5>S/cm	NA	-99	NA
LIEP025	1993-10-26	0	8274	Fe	0.1163831692	meq/l	NA	-99	NA
LIEP025	1994-01-13	0	8275	CondL	105	<U+00B5>S/cm	NA	-99	NA
LIEP025	1994-01-13	0	8275	Fe	0.0680393912	meq/l	NA	-99	NA
LIEP026	2001-09-23	0	8276	CondL	159	<U+00B5>S/cm	NA	-99	-0.005643
LIEP026	2001-09-23	0	8276	Fe	0.218442256	meq/l	NA	-99	-0.005643
LIEP026	1993-10-26	0	8277	CondL	105	<U+00B5>S/cm	NA	-99	NA
LIEP026	1994-01-13	0	8278	CondL	190	<U+00B5>S/cm	NA	-99	NA
LIEP026	1994-01-13	0	8278	Fe	0.1933751119	meq/l	NA	-99	NA
LIEP027	2001-09-23	0	8279	CondL	63	<U+00B5>S/cm	NA	-99	-0.344925
LIEP027	2001-09-23	0	8279	Fe	0.0089525515	meq/l	NA	-99	-0.344925
LIEP027	1993-10-26	0	8280	CondL	115	<U+00B5>S/cm	NA	-99	NA
LIEP027	1994-01-13	0	8281	CondL	105	<U+00B5>S/cm	NA	-99	NA
LIEP027	1994-01-13	0	8281	Fe	0.0089525515	meq/l	NA	-99	NA
LIEP028	1993-10-26	0	8282	CondL	340	<U+00B5>S/cm	NA	-99	NA
LIEP028	1993-10-26	0	8282	Fe	0.1407341092	meq/l	NA	-99	NA
LIEP028	1994-01-13	0	8283	CondL	240	<U+00B5>S/cm	NA	-99	NA
LIEP028	1994-01-13	0	8283	Fe	0.2578334825	meq/l	NA	-99	NA
LIEP029	1993-10-26	0	8284	CondL	200	<U+00B5>S/cm	NA	-99	NA
LIEP029	1993-10-26	0	8284	Fe	0.0991942704	meq/l	NA	-99	NA
LIEP014	2001-09-23	0	8285	CondL	513	<U+00B5>S/cm	NA	-99	-0.002043
LIEP014	2001-09-23	0	8285	Fe	1.2533572068	meq/l	NA	-99	-0.002043
LIEP014	1993-10-26	0	8286	CondL	485	<U+00B5>S/cm	NA	-99	NA
LIEP014	1993-10-26	0	8286	Fe	1.2282900627	meq/l	NA	-99	NA
LIEP014	1994-01-13	0	8287	CondL	445	<U+00B5>S/cm	NA	-99	NA
LIEP014	1994-01-13	0	8287	Fe	1.7905102954	meq/l	NA	-99	NA
LIEP034	2001-09-23	0	8288	CondL	98	<U+00B5>S/cm	NA	-99	-0.329501
LIEP034	2001-09-23	0	8288	Fe	0.0257833483	meq/l	NA	-99	-0.329501
LIEP017	2001-09-23	0	8294	CondL	140	<U+00B5>S/cm	NA	-99	-0.122806
LIEP017	2001-09-23	0	8294	Fe	0.0959713518	meq/l	NA	-99	-0.122806
LIEP017	1993-10-26	0	8295	CondL	145	<U+00B5>S/cm	NA	-99	NA
LIEP017	1994-01-13	0	8296	CondL	140	<U+00B5>S/cm	NA	-99	NA
LIEP017	1994-01-13	0	8296	Fe	0.0315129812	meq/l	NA	-99	NA
LIEP018	1993-10-26	0	8297	CondL	200	<U+00B5>S/cm	NA	-99	NA
LIEP018	1994-01-13	0	8298	CondL	180	<U+00B5>S/cm	NA	-99	NA
LIEP018	1994-01-13	0	8298	Fe	0.2327663384	meq/l	NA	-99	NA
LIEP019	1993-10-26	0	8299	CondL	280	<U+00B5>S/cm	NA	-99	NA
LIEP019	1993-10-26	0	8299	Fe	0.3165622202	meq/l	NA	-99	NA
LIEP019	1994-01-13	0	8300	CondL	265	<U+00B5>S/cm	NA	-99	NA
LIEP019	1994-01-13	0	8300	Fe	0.3294538944	meq/l	NA	-99	NA
LIEP022	2001-09-23	0	8304	CondL	440	<U+00B5>S/cm	NA	-99	-0.019364
LIEP022	2001-09-23	0	8304	Fe	1.0743061773	meq/l	NA	-99	-0.019364
LIEP005	1994-01-13	0	8306	CondL	210	<U+00B5>S/cm	NA	-99	NA
LIEP005	1994-01-13	0	8306	Fe	0.0752014324	meq/l	NA	-99	NA
LIEP006	1994-01-13	0	8307	CondL	190	<U+00B5>S/cm	NA	-99	NA
LIEP006	1994-01-13	0	8307	Fe	0.0429722471	meq/l	NA	-99	NA
LIEP007	1994-01-13	0	8308	CondL	160	<U+00B5>S/cm	NA	-99	NA
LIEP007	1994-01-13	0	8308	Fe	0.0322291853	meq/l	NA	-99	NA
LIEP009	2001-09-23	0	8312	CondL	122	<U+00B5>S/cm	NA	-99	-0.232137
LIEP009	2001-09-23	0	8312	Fe	0.1042076992	meq/l	NA	-99	-0.232137
LIEP009	1993-10-26	0	8313	CondL	310	<U+00B5>S/cm	NA	-99	NA
LIEP009	1993-10-26	0	8313	Fe	0.1561324978	meq/l	NA	-99	NA
LIEP009	1994-01-13	0	8314	CondL	475	<U+00B5>S/cm	NA	-99	NA
LIEP009	1994-01-13	0	8314	Fe	0.4297224709	meq/l	NA	-99	NA
LIEP010	2001-09-23	0	8315	CondL	84	<U+00B5>S/cm	NA	-99	-0.158655
LIEP010	2001-09-23	0	8315	Fe	0.1385854969	meq/l	NA	-99	-0.158655
LIEP010	1993-10-26	0	8316	CondL	140	<U+00B5>S/cm	NA	-99	NA
LIEP010	1994-01-13	0	8317	CondL	185	<U+00B5>S/cm	NA	-99	NA
LIEP010	1994-01-13	0	8317	Fe	0.218442256	meq/l	NA	-99	NA
LIEP011	2001-09-23	0	8318	CondL	81	<U+00B5>S/cm	NA	-99	-0.194306
LIEP011	2001-09-23	0	8318	Fe	0.0089525515	meq/l	NA	-99	-0.194306
LIEP011	1993-10-26	0	8319	CondL	95	<U+00B5>S/cm	NA	-99	NA
LIEP011	1993-10-26	0	8319	Fe	0.0938227395	meq/l	NA	-99	NA
LIEP011	1994-01-13	0	8320	CondL	100	<U+00B5>S/cm	NA	-99	NA
LIEP011	1994-01-13	0	8320	Fe	0.0393912265	meq/l	NA	-99	NA
LIEP013	2001-09-23	0	8324	CondL	153	<U+00B5>S/cm	NA	-99	-0.038711
LIEP013	2001-09-23	0	8324	Fe	0.1826320501	meq/l	NA	-99	-0.038711
LIEP013	1993-10-26	0	8325	CondL	130	<U+00B5>S/cm	NA	-99	NA
LIEP013	1993-10-26	0	8325	Fe	0.1142345568	meq/l	NA	-99	NA
LIEP013	1994-01-13	0	8326	CondL	135	<U+00B5>S/cm	NA	-99	NA
LIEP013	1994-01-13	0	8326	Fe	0.1862130707	meq/l	NA	-99	NA
LEIP007	1995-07-30	0	8327	CondL	540	<U+00B5>S/cm	NA	-99	0.062757
LEIP007	1995-07-30	0	8327	Fe	0.0064458371	meq/l	NA	-99	0.062757
LEIP007	1996-03-31	0	8328	CondL	400	<U+00B5>S/cm	NA	-99	-0.085677
LEIP007	1996-03-31	0	8328	Fe	0.0085944494	meq/l	NA	-99	-0.085677
LEIP007	1997-06-08	0	8329	CondL	530	<U+00B5>S/cm	NA	-99	0.004838
LEIP007	1997-06-08	0	8329	Fe	0.0501342883	meq/l	NA	-99	0.004838
TORP002	2005-09-16	0	833	CondL	930	<U+00B5>S/cm	NA	-99	0.069237
TORP002	2005-09-16	0	833	Fe	0.3283795882	meq/l	NA	-99	0.069237
LEIP007	2001-04-11	0	8330	CondL	481	<U+00B5>S/cm	NA	-99	0.020569
LEIP007	2001-04-11	0	8330	Fe	0.0705461056	meq/l	NA	-99	0.020569
LEIP008	2001-04-11	0	8331	CondL	1288	<U+00B5>S/cm	NA	-99	0.023057
LEIP008	2001-04-11	0	8331	Fe	0.0440465533	meq/l	NA	-99	0.023057
LEIP009	2001-04-11	0	8332	CondL	702	<U+00B5>S/cm	NA	-99	0.007905
LEIP009	2001-04-11	0	8332	Fe	0.0701880036	meq/l	NA	-99	0.007905
LEIP010	2001-04-11	0	8333	CondL	630	<U+00B5>S/cm	NA	-99	0.002385
LEIP010	2001-04-11	0	8333	Fe	0.0433303491	meq/l	NA	-99	0.002385
LEIP011	2001-04-11	0	8334	CondL	848	<U+00B5>S/cm	NA	-99	0.010856
LEIP011	2001-04-11	0	8334	Fe	0.0089525515	meq/l	NA	-99	0.010856
LEIP012	2001-04-11	0	8335	CondL	962	<U+00B5>S/cm	NA	-99	-0.007737
LEIP012	2001-04-11	0	8335	Fe	0.0089525515	meq/l	NA	-99	-0.007737
LEIP013	2001-04-11	0	8336	CondL	675	<U+00B5>S/cm	NA	-99	0.022039
LEIP013	2001-04-11	0	8336	Fe	0.0333034915	meq/l	NA	-99	0.022039
LEIP014	2001-04-11	0	8337	CondL	579	<U+00B5>S/cm	NA	-99	0.029174
LEIP014	2001-04-11	0	8337	Fe	0.3183527305	meq/l	NA	-99	0.029174
LEIP015	2001-04-11	0	8338	Fe	0.0512085944	meq/l	NA	-99	NA
LEIP016	2001-04-11	0	8339	CondL	474	<U+00B5>S/cm	NA	-99	0.026638
LEIP016	2001-04-11	0	8339	Fe	0.1371530886	meq/l	NA	-99	0.026638
TORP004	2005-09-16	0	834	CondL	930	<U+00B5>S/cm	NA	-99	0.068657
TORP004	2005-09-16	0	834	Fe	0.0784243509	meq/l	NA	-99	0.068657
LIEP002	1993-10-26	0	8343	CondL	175	<U+00B5>S/cm	NA	-99	NA
LIEP002	1993-10-26	0	8343	Fe	0.3000895255	meq/l	NA	-99	NA
LIEP002	1994-01-13	0	8344	CondL	285	<U+00B5>S/cm	NA	-99	NA
LIEP002	1994-01-13	0	8344	Fe	0.4655326768	meq/l	NA	-99	NA
LIEP003	1993-10-26	0	8345	CondL	310	<U+00B5>S/cm	NA	-99	NA
LIEP003	1993-10-26	0	8345	Fe	0.1733213966	meq/l	NA	-99	NA
LIEP003	1994-01-13	0	8346	CondL	350	<U+00B5>S/cm	NA	-99	NA
LIEP003	1994-01-13	0	8346	Fe	0.023992838	meq/l	NA	-99	NA
LIEP004	1993-10-26	0	8347	CondL	285	<U+00B5>S/cm	NA	-99	NA
LIEP004	1993-10-26	0	8347	Fe	0.0107430618	meq/l	NA	-99	NA
LEIP001	1995-07-30	0	8348	CondL	685	<U+00B5>S/cm	NA	-99	0.001493
LEIP001	1995-07-30	0	8348	Fe	0.1324977619	meq/l	NA	-99	0.001493
LEIP001	1996-03-31	0	8349	CondL	795	<U+00B5>S/cm	NA	-99	-0.035436
LEIP001	1996-03-31	0	8349	Fe	0.4655326768	meq/l	NA	-99	-0.035436
TORP013	2005-09-16	0	835	CondL	867	<U+00B5>S/cm	NA	-99	0.032059
TORP013	2005-09-16	0	835	Fe	0.0207699194	meq/l	NA	-99	0.032059
LEIP004	1994-12-12	0	8358	CondL	390	<U+00B5>S/cm	NA	-99	-0.031456
LEIP004	1994-12-12	0	8358	Fe	0.0171888988	meq/l	NA	-99	-0.031456
TORP021	2005-09-16	0	836	CondL	618	<U+00B5>S/cm	NA	-99	0.033328
TORP021	2005-09-16	0	836	Fe	0.0139659803	meq/l	NA	-99	0.033328
LEIP004	1995-07-30	0	8361	CondL	530	<U+00B5>S/cm	NA	-99	-0.031028
LEIP004	1995-07-30	0	8361	Fe	0.0093106535	meq/l	NA	-99	-0.031028
LEIP004	1996-03-31	0	8362	CondL	530	<U+00B5>S/cm	NA	-99	-0.137106
LEIP004	1996-03-31	0	8362	Fe	0.0393912265	meq/l	NA	-99	-0.137106
LEIP004	1997-06-08	0	8363	CondL	547	<U+00B5>S/cm	NA	-99	0.005269
LEIP004	1997-06-08	0	8363	Fe	0.023992838	meq/l	NA	-99	0.005269
LEIP007	1994-05-08	0	8364	CondL	440	<U+00B5>S/cm	NA	-99	-0.017237
LEIP007	1994-05-08	0	8364	Fe	0.02435094	meq/l	NA	-99	-0.017237
LEIP007	1994-12-12	0	8365	CondL	275	<U+00B5>S/cm	NA	-99	0.049446
LEIP007	1994-12-12	0	8365	Fe	0.0644583706	meq/l	NA	-99	0.049446
LIEP004	1994-01-13	0	8366	CondL	295	<U+00B5>S/cm	NA	-99	NA
LIEP004	1994-01-13	0	8366	Fe	0.175470009	meq/l	NA	-99	NA
LIEP005	1993-10-26	0	8367	CondL	190	<U+00B5>S/cm	NA	-99	NA
LIEP005	1993-10-26	0	8367	Fe	0.0927484333	meq/l	NA	-99	NA
KRGP003	2001-02-05	0	8368	CondL	718	<U+00B5>S/cm	NA	-99	4e-05
KRGP003	2001-02-05	0	8368	Fe	0.0340196956	meq/l	NA	-99	4e-05
KRGP004	2001-02-05	0	8369	CondL	887	<U+00B5>S/cm	NA	-99	0.068299
KRGP004	2001-02-05	0	8369	Fe	0.0008952551	meq/l	NA	-99	0.068299
TORP022	2005-09-16	0	837	CondL	1090	<U+00B5>S/cm	NA	-99	0.034862
TORP022	2005-09-16	0	837	Fe	0.2825425246	meq/l	NA	-99	0.034862
KRGP005	2001-02-05	0	8370	CondL	2153	<U+00B5>S/cm	NA	-99	-0.001564
KRGP005	2001-02-05	0	8370	Fe	0.0325872874	meq/l	NA	-99	-0.001564
KRGP006	2001-02-05	0	8371	CondL	888	<U+00B5>S/cm	NA	-99	-0.011277
KRGP006	2001-02-05	0	8371	Fe	0.0275738585	meq/l	NA	-99	-0.011277
KRGP007	2001-02-05	0	8372	CondL	1016	<U+00B5>S/cm	NA	-99	-0.002372
KRGP007	2001-02-05	0	8372	Fe	0.0008952551	meq/l	NA	-99	-0.002372
KRGP008	2001-02-05	0	8373	CondL	1056	<U+00B5>S/cm	NA	-99	0.003567
KRGP008	2001-02-05	0	8373	Fe	0.0008952551	meq/l	NA	-99	0.003567
KRGP009	2001-02-05	0	8374	CondL	1032	<U+00B5>S/cm	NA	-99	0.035565
KRGP009	2001-02-05	0	8374	Fe	0.3165622202	meq/l	NA	-99	0.035565
KRGP010	2001-02-05	0	8375	CondL	1827	<U+00B5>S/cm	NA	-99	-0.014066
KRGP010	2001-02-05	0	8375	Fe	0.0859444942	meq/l	NA	-99	-0.014066
KRGP106	2001-02-05	0	8376	CondL	867	<U+00B5>S/cm	NA	-99	-0.010187
KRGP106	2001-02-05	0	8376	Fe	0.0008952551	meq/l	NA	-99	-0.010187
KRGP107	2001-02-05	0	8377	CondL	1039	<U+00B5>S/cm	NA	-99	0.003397
KRGP107	2001-02-05	0	8377	Fe	0.0008952551	meq/l	NA	-99	0.003397
TORP023	2005-09-16	0	838	CondL	1070	<U+00B5>S/cm	NA	-99	0.009342
TORP023	2005-09-16	0	838	Fe	0.0057296329	meq/l	NA	-99	0.009342
LDOP009	2001-04-25	0	8383	CondL	303	<U+00B5>S/cm	NA	-99	-0.031131
LDOP009	2001-04-25	0	8383	Fe	0.2918531782	meq/l	NA	-99	-0.031131
LDOP006	2001-04-25	0	8384	CondL	103	<U+00B5>S/cm	NA	-99	-0.005734
LDOP006	2001-04-25	0	8384	Fe	0.9314234557	meq/l	NA	-99	-0.005734
LEIP001	1990-08-13	0	8385	CondL	775	<U+00B5>S/cm	NA	-99	-0.050964
LEIP001	1990-08-13	0	8385	Fe	0.0222023277	meq/l	NA	-99	-0.050964
LEIP001	1994-05-08	0	8386	CondL	760	<U+00B5>S/cm	NA	-99	0.012166
LEIP001	1994-05-08	0	8386	Fe	0.1253357207	meq/l	NA	-99	0.012166
LEIP001	1994-12-12	0	8387	CondL	460	<U+00B5>S/cm	NA	-99	0.039038
LEIP001	1994-12-12	0	8387	Fe	0.4297224709	meq/l	NA	-99	0.039038
LEIP001	1997-06-08	0	8388	CondL	743	<U+00B5>S/cm	NA	-99	0.02741
LEIP001	1997-06-08	0	8388	Fe	0.0769919427	meq/l	NA	-99	0.02741
KREP103	1997-08-18	0	8389	CondL	482	<U+00B5>S/cm	NA	-99	0.022549
KREP103	1997-08-18	0	8389	Fe	0.7949865712	meq/l	NA	-99	0.022549
TORP024	2005-09-16	0	839	CondL	1130	<U+00B5>S/cm	NA	-99	-0.003809
TORP024	2005-09-16	0	839	Fe	0.0888093107	meq/l	NA	-99	-0.003809
KREP104	1998-10-26	0	8390	CondL	1061	<U+00B5>S/cm	NA	-99	0.076419
KREP104	1998-10-26	0	8390	Fe	2.1128021486	meq/l	NA	-99	0.076419
KREP104	1999-05-25	0	8391	CondL	587	<U+00B5>S/cm	NA	-99	-0.041936
KREP104	1999-05-25	0	8391	Fe	0.5443151298	meq/l	NA	-99	-0.041936
KREP105	1999-05-25	0	8392	CondL	231	<U+00B5>S/cm	NA	-99	-0.027821
KREP105	1999-05-25	0	8392	Fe	0.691136974	meq/l	NA	-99	-0.027821
KREP106	1998-10-26	0	8393	CondL	220	<U+00B5>S/cm	NA	-99	0.066676
KREP106	1998-10-26	0	8393	Fe	0.0078782453	meq/l	NA	-99	0.066676
KREP106	1999-05-25	0	8394	CondL	218	<U+00B5>S/cm	NA	-99	-0.050491
KREP106	1999-05-25	0	8394	Fe	0.2098478066	meq/l	NA	-99	-0.050491
KREP110	1998-10-26	0	8401	CondL	331	<U+00B5>S/cm	NA	-99	0.012688
KREP110	1998-10-26	0	8401	Fe	0.0039391226	meq/l	NA	-99	0.012688
KREP111	1998-10-26	0	8402	CondL	681	<U+00B5>S/cm	NA	-99	0.014704
KREP111	1998-10-26	0	8402	Fe	0.0816472695	meq/l	NA	-99	0.014704
KREP111	1999-05-25	0	8403	CondL	534	<U+00B5>S/cm	NA	-99	-0.074805
KREP111	1999-05-25	0	8403	Fe	0.0709042077	meq/l	NA	-99	-0.074805
KRGP001	2001-02-05	0	8408	CondL	2117	<U+00B5>S/cm	NA	-99	-0.010235
KRGP001	2001-02-05	0	8408	Fe	0.194091316	meq/l	NA	-99	-0.010235
KRGP002	2001-02-05	0	8409	CondL	899	<U+00B5>S/cm	NA	-99	0.004714
KRGP002	2001-02-05	0	8409	Fe	0.0272157565	meq/l	NA	-99	0.004714
DONP001	2012-10-12	0	841	CondL	807	<U+00B5>S/cm	NA	-99	-0.00799
DONP001	2012-10-12	0	841	Fe	0.0210922113	meq/l	NA	-99	-0.00799
TORP026	2005-09-16	0	842	CondL	1460	<U+00B5>S/cm	NA	-99	0.04835
TORP026	2005-09-16	0	842	Fe	0.018263205	meq/l	NA	-99	0.04835
KREP100	1998-10-26	0	8420	CondL	186	<U+00B5>S/cm	NA	-99	0.045798
KREP100	1998-10-26	0	8420	Fe	0.199820949	meq/l	NA	-99	0.045798
KREP100	1999-05-25	0	8421	CondL	178	<U+00B5>S/cm	NA	-99	-0.058084
KREP100	1999-05-25	0	8421	Fe	0.2875559534	meq/l	NA	-99	-0.058084
KREP100	1997-08-18	0	8422	CondL	226	<U+00B5>S/cm	NA	-99	0.094014
KREP100	1997-08-18	0	8422	Fe	0.6982990152	meq/l	NA	-99	0.094014
KREP101	1997-08-18	0	8423	CondL	355	<U+00B5>S/cm	NA	-99	-0.017153
KREP101	1997-08-18	0	8423	Fe	0.5192479857	meq/l	NA	-99	-0.017153
KREP101	1998-10-26	0	8424	CondL	418	<U+00B5>S/cm	NA	-99	0.086159
KREP101	1998-10-26	0	8424	Fe	1.3965980304	meq/l	NA	-99	0.086159
KREP101	1999-05-25	0	8425	CondL	301	<U+00B5>S/cm	NA	-99	0.030367
KREP101	1999-05-25	0	8425	Fe	0.8272157565	meq/l	NA	-99	0.030367
KREP102	1997-08-18	0	8426	CondL	622	<U+00B5>S/cm	NA	-99	0.007476
KREP102	1997-08-18	0	8426	Fe	0.8236347359	meq/l	NA	-99	0.007476
KREP102	1998-10-26	0	8427	CondL	624	<U+00B5>S/cm	NA	-99	0.112867
KREP102	1998-10-26	0	8427	Fe	0.8701880036	meq/l	NA	-99	0.112867
KREP103	1998-10-26	0	8428	CondL	405	<U+00B5>S/cm	NA	-99	0.058678
KREP103	1998-10-26	0	8428	Fe	0.5586392122	meq/l	NA	-99	0.058678
KREP103	1999-05-25	0	8429	CondL	274	<U+00B5>S/cm	NA	-99	-0.028498
KREP103	1999-05-25	0	8429	Fe	0.3581020591	meq/l	NA	-99	-0.028498
TORP027	2005-09-16	0	843	CondL	753	<U+00B5>S/cm	NA	-99	0.022483
TORP027	2005-09-16	0	843	Fe	0.000179051	meq/l	NA	-99	0.022483
KREP104	1997-11-27	0	8430	CondL	1397	<U+00B5>S/cm	NA	-99	0.087631
KREP104	1997-11-27	0	8430	Fe	4.3688451209	meq/l	NA	-99	0.087631
KASP002	2000-07-18	0	8432	CondL	1385	<U+00B5>S/cm	NA	-99	-0.053629
KASP002	2000-07-18	0	8432	Fe	0.0429722471	meq/l	NA	-99	-0.053629
KIJP003	1988-09-02	0	8437	CondL	95	<U+00B5>S/cm	NA	-99	-0.053786
KIJP003	1988-09-02	0	8437	Fe	0.0186213071	meq/l	NA	-99	-0.053786
KIJP003	1989-02-10	0	8438	CondL	110	<U+00B5>S/cm	NA	-99	0.078844
KIJP003	1989-02-10	0	8438	Fe	0.1421665175	meq/l	NA	-99	0.078844
TORP006	2005-09-16	0	844	CondL	863	<U+00B5>S/cm	NA	-99	-0.025618
TORP006	2005-09-16	0	844	Fe	0.0533572068	meq/l	NA	-99	-0.025618
KIJP005	1988-09-02	0	8441	CondL	180	<U+00B5>S/cm	NA	-99	-0.028036
KIJP005	1988-09-02	0	8441	Fe	0.0064458371	meq/l	NA	-99	-0.028036
KIJP005	1989-02-10	0	8442	CondL	185	<U+00B5>S/cm	NA	-99	-0.049614
KIJP005	1989-02-10	0	8442	Fe	0.0737690242	meq/l	NA	-99	-0.049614
KIJP006	1988-09-02	0	8443	CondL	130	<U+00B5>S/cm	NA	-99	0.084645
KIJP006	1988-09-02	0	8443	Fe	0.0021486124	meq/l	NA	-99	0.084645
KIJP006	1989-02-10	0	8444	CondL	205	<U+00B5>S/cm	NA	-99	0.165601
KIJP006	1989-02-10	0	8444	Fe	0.0136078782	meq/l	NA	-99	0.165601
TORP010	2005-09-16	0	845	CondL	822	<U+00B5>S/cm	NA	-99	0.015579
TORP010	2005-09-16	0	845	Fe	0.0028648165	meq/l	NA	-99	0.015579
HOPP033	2003-09-24	0	8452	CondL	1075	<U+00B5>S/cm	NA	-99	0.140383
HOPP033	2003-09-24	0	8452	Fe	1.0384959714	meq/l	NA	-99	0.140383
HOPP022	2003-09-24	0	8453	CondL	1065	<U+00B5>S/cm	NA	-99	0.192984
HOPP022	2003-09-24	0	8453	Fe	3.2587287377	meq/l	NA	-99	0.192984
HOPP018	2003-09-24	0	8454	CondL	4890	<U+00B5>S/cm	NA	-99	0.132651
HOPP018	2003-09-24	0	8454	Fe	3.3339301701	meq/l	NA	-99	0.132651
HOPP017	2003-09-24	0	8455	CondL	2750	<U+00B5>S/cm	NA	-99	0.14386
HOPP017	2003-09-24	0	8455	Fe	3.1369740376	meq/l	NA	-99	0.14386
HOPP024	2003-09-24	0	8456	CondL	980	<U+00B5>S/cm	NA	-99	0.150575
HOPP024	2003-09-24	0	8456	Fe	2.3742166517	meq/l	NA	-99	0.150575
HOPP028	2003-09-24	0	8457	CondL	688	<U+00B5>S/cm	NA	-99	0.072845
HOPP028	2003-09-24	0	8457	Fe	0.0519247986	meq/l	NA	-99	0.072845
HOPP007	2003-09-24	0	8459	CondL	1510	<U+00B5>S/cm	NA	-99	0.130534
HOPP007	2003-09-24	0	8459	Fe	1.6902417189	meq/l	NA	-99	0.130534
TORP025	2005-09-16	0	846	CondL	883	<U+00B5>S/cm	NA	-99	0.082783
TORP025	2005-09-16	0	846	Fe	0.1593554163	meq/l	NA	-99	0.082783
PIJP023	2005-08-23	0	8469	CondL	87	<U+00B5>S/cm	NA	-99	-0.299881
PIJP023	2005-08-23	0	8469	Fe	0.0809310654	meq/l	NA	-99	-0.299881
TORP028	2005-09-09	0	847	CondL	859	<U+00B5>S/cm	NA	-99	0.007877
TORP028	2005-09-09	0	847	Fe	0.0748433303	meq/l	NA	-99	0.007877
KAMP002	2001-03-13	0	8470	CondL	460	<U+00B5>S/cm	NA	-99	0.065881
KAMP002	2001-03-13	0	8470	Fe	2.1486123545	meq/l	NA	-99	0.065881
KAMP008	2001-03-13	0	8471	CondL	513	<U+00B5>S/cm	NA	-99	0.030406
KAMP008	2001-03-13	0	8471	Fe	0.4512085944	meq/l	NA	-99	0.030406
HOPP007	2004-02-16	0	8473	CondL	1199	<U+00B5>S/cm	NA	-99	0.006256
HOPP007	2004-02-16	0	8473	Fe	1.4252461952	meq/l	NA	-99	0.006256
HOPP005	2004-02-16	0	8474	CondL	1961	<U+00B5>S/cm	NA	-99	0.015345
HOPP005	2004-02-16	0	8474	Fe	2.1987466428	meq/l	NA	-99	0.015345
HOPP024	2004-02-16	0	8475	CondL	150	<U+00B5>S/cm	NA	-99	-0.187564
HOPP024	2004-02-16	0	8475	Fe	0.017905103	meq/l	NA	-99	-0.187564
HOPP022	2004-02-16	0	8476	CondL	684	<U+00B5>S/cm	NA	-99	-0.106589
HOPP022	2004-02-16	0	8476	Fe	0.0089525515	meq/l	NA	-99	-0.106589
HOPP016	2004-02-16	0	8477	CondL	1014	<U+00B5>S/cm	NA	-99	-0.076429
HOPP016	2004-02-16	0	8477	Fe	0.0089525515	meq/l	NA	-99	-0.076429
HOPP014	2004-02-16	0	8478	CondL	1987	<U+00B5>S/cm	NA	-99	-0.054865
HOPP014	2004-02-16	0	8478	Fe	0.3616830797	meq/l	NA	-99	-0.054865
HOPP015	2004-02-16	0	8479	CondL	1125	<U+00B5>S/cm	NA	-99	-0.064949
HOPP015	2004-02-16	0	8479	Fe	0.3276633841	meq/l	NA	-99	-0.064949
TORP005	2005-09-09	0	848	CondL	926	<U+00B5>S/cm	NA	-99	0.066952
TORP005	2005-09-09	0	848	Fe	0.0014324082	meq/l	NA	-99	0.066952
HOPP017	2004-02-16	0	8480	CondL	961	<U+00B5>S/cm	NA	-99	-0.053244
HOPP017	2004-02-16	0	8480	Fe	0.0089525515	meq/l	NA	-99	-0.053244
HOPP027	2001-12-02	0	8483	CondL	927	<U+00B5>S/cm	NA	-99	-0.000116
HOPP027	2001-12-02	0	8483	Fe	0.0769919427	meq/l	NA	-99	-0.000116
HOPP026	2001-12-02	0	8484	CondL	950	<U+00B5>S/cm	NA	-99	0.104292
HOPP026	2001-12-02	0	8484	Fe	0.0257833483	meq/l	NA	-99	0.104292
HOPP006	2001-12-02	0	8485	CondL	2280	<U+00B5>S/cm	NA	-99	0.06075
HOPP006	2001-12-02	0	8485	Fe	2.2345568487	meq/l	NA	-99	0.06075
HOPP008	2001-12-02	0	8487	CondL	2460	<U+00B5>S/cm	NA	-99	0.040458
HOPP008	2001-12-02	0	8487	Fe	0.8379588183	meq/l	NA	-99	0.040458
HOPP001	2001-12-02	0	8488	CondL	2180	<U+00B5>S/cm	NA	-99	0.043588
HOPP001	2001-12-02	0	8488	Fe	0.2710832587	meq/l	NA	-99	0.043588
HOPP015	2003-09-24	0	8489	CondL	1670	<U+00B5>S/cm	NA	-99	0.092605
